lab,age_group,d_z,n,d_z_var,method,mean_age,prop_monolingual,modal_lang1,mean_lang1_exposure,prop_preterm,prop_curr_earinfection,prop_hearing_vision,prop_cognitive_developmental,prop_nae,num_trials,participant_design,presentation,response_mode,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type
babylabshimane,6-9 mo,-0.0705822570789465,10,0.20012454637535898,eyetracking,230.796875,1,japanese,99.5390625,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabuclajohnson,12-15 mo,0.504558347978569,12,0.17197039846905962,eyetracking,406.23369565217394,1,english,97.84782608695652,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,6-9 mo,0.08098515911666403,20,0.1000819824499644,hpp,226.67153284671534,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,9-12 mo,0.13917863953415666,24,0.08353511139273519,hpp,325.44406779661017,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,6-9 mo,0.06571769733641157,12,0.16675664199464998,singlescreen,228.74774774774775,1,english,98.15315315315316,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,6-9 mo,0.15497356819226726,15,0.13373361344730406,singlescreen,220.4921875,1,english,100,NA,0.0625,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,9-12 mo,0.36367716883523826,12,0.1694221058985836,singlescreen,316.0082644628099,1,english,99.92561983471074,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
baldwinlabuoregon,9-12 mo,0.5010745775363696,11,0.18752444846030117,singlescreen,320.7518796992481,1,english,98.53383458646617,NA,0,0,0.06766917293233082,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,3-6 mo,0.4323457606922305,14,0.14619505101408112,singlescreen,139.67073170731706,1,english,99.48170731707317,NA,0,0.10365853658536585,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,6-9 mo,0.06736826250406579,14,0.14293818719272885,singlescreen,242.38805970149255,1,english,98.88059701492537,NA,0,0.26865671641791045,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,12-15 mo,1.646050107731042,11,0.24339729448094036,hpp,413.42748091603056,1,english,98.12977099236642,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,3-6 mo,0.39965880816012,12,0.16999431589458264,hpp,164.43636363636364,1,english,96.87272727272727,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,6-9 mo,-0.08963627904192381,24,0.08341702773458834,hpp,234.2300469483568,1,english,98.86854460093896,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,9-12 mo,0.7310150637256302,19,0.11229451346570772,hpp,314.0952380952381,1,english,97.4973544973545,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,12-15 mo,0.5935393085769742,27,0.07733600843357437,hpp,403.74517374517376,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,6-9 mo,0.19237441182635961,27,0.07441673994745868,hpp,227.7966804979253,1,korean,100,NA,0.04149377593360996,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,9-12 mo,0.5711388491038499,17,0.12244411154346574,hpp,296.67469879518075,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,3-6 mo,-0.07646492386516324,32,0.06254567878579458,eyetracking,145.6424870466321,1,french,98.96113989637306,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,6-9 mo,0.24345103425875766,17,0.11851865303061263,eyetracking,235.8054862842893,1,french,99.44389027431421,NA,0.0199501246882793,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcoglablouisville,9-12 mo,-0.05717998535717665,13,0.15390902982164323,singlescreen,325.433242506812,1,english,99.9291553133515,NA,0.027247956403269755,0,0.02997275204359673,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcogubc,3-6 mo,0.5518544405894573,19,0.10927030688945134,singlescreen,140.85344827586206,1,english,97.46982758620689,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,12-15 mo,0.8904787742680954,23,0.09557557008067402,hpp,417.04347826086956,1,english,99.72826086956522,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,6-9 mo,0.5253162194629198,30,0.06896630942025679,hpp,226.68421052631578,1,english,99.54887218045113,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,12-15 mo,1.1930369297148222,12,0.19631952324298685,hpp,409.57085020242914,1,english,99.39676113360323,NA,0,0.024291497975708502,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,6-9 mo,0.6765008045292042,18,0.11746740747956473,hpp,223.48605577689244,1,english,98.81673306772909,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,9-12 mo,1.0694445933318064,18,0.126995996363981,hpp,315.685393258427,1,english,98.8689138576779,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
islnotredame,12-15 mo,0.6007479056754513,20,0.10451122557716802,hpp,411.3953488372093,1,english,99.56589147286822,NA,0,0,0.03488372093023256,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,6-9 mo,0.2432041565677132,12,0.1678989221202461,eyetracking,225.3148148148148,1,english,100,0,0,0.08024691358024691,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,3-6 mo,0.4083728639423675,26,0.07852661919235088,hpp,155.12820512820514,1,english,99.16239316239316,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,9-12 mo,0.7475206460920889,24,0.0891540324618118,hpp,324.23873873873873,1,english,98.45945945945945,NA,0.036036036036036036,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,6-9 mo,0.2861827452856105,27,0.07483241262684452,hpp,226.7288888888889,1,english,98.69333333333333,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
pocdnorthwestern,12-15 mo,0.589354902372931,11,0.18971225456706833,eyetracking,408.59027777777777,1,english,98.375,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,12-15 mo,0.7497147885103206,15,0.14270120440185124,hpp,393.50218340611355,1,english,99.91266375545851,0.034934497816593885,0.11790393013100436,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,9-12 mo,0.7877234518057974,19,0.11342773995427421,hpp,312.28837209302327,1,english,99.48372093023256,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
trainorlab,6-9 mo,0.4264224436633199,20,0.10227295125574747,hpp,243.00507614213197,1,english,97.6751269035533,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,12-15 mo,0.18684703464284091,13,0.1545175348914389,singlescreen,407.50993377483445,1,german,100,NA,0.052980132450331126,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,6-9 mo,5.128708971397989e-4,10,0.20000000657591394,singlescreen,237.61052631578949,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,9-12 mo,0.25119722639815667,12,0.1679812509697943,singlescreen,315.58156028368796,0.9432624113475178,german,99.43262411347517,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
unlvmusiclab,3-6 mo,0.9865242471509755,16,0.14020672015963748,singlescreen,139.89285714285714,1,english,99.70238095238095,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weescienceedinburgh,6-9 mo,-0.11778506363460339,28,0.07155244036799471,singlescreen,213.71428571428572,1,english,99.28571428571429,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weltentdeckerzurich,12-15 mo,0.9096703109743179,11,0.20062500169700256,eyetracking,413.963768115942,1,swissgerman,98.22826086956522,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,3-6 mo,-0.5350368648351483,11,0.18832419197119601,singlescreen,147.29591836734693,1,german,99.90816326530613,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,6-9 mo,0.2879483193088247,31,0.06518479221445787,singlescreen,222.1771653543307,1,german,98.93700787401575,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,9-12 mo,0.44550171722889864,21,0.09760085452445115,singlescreen,311.6466165413534,1,german,99.38345864661655,NA,0.03007518796992481,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabbrookes,9-12 mo,NA,NA,NA,singlescreen,360.5,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabkingswood,12-15 mo,NA,NA,NA,hpp,408.6689189189189,1,english,99.81756756756756,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabkingswood,9-12 mo,NA,NA,NA,hpp,274,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,12-15 mo,NA,NA,NA,eyetracking,400.54411764705884,1,english,99.6470588235294,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,6-9 mo,NA,NA,NA,eyetracking,222.01769911504425,1,english,99.29203539823008,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,9-12 mo,NA,NA,NA,eyetracking,305.0425531914894,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylableiden,9-12 mo,NA,NA,NA,hpp,320.288,1,dutch,97.576,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,9-12 mo,NA,NA,NA,eyetracking,324.1210191082803,1,german,99.2547770700637,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,12-15 mo,NA,NA,NA,eyetracking,413.45454545454544,1,german,97.98787878787878,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,6-9 mo,NA,NA,NA,eyetracking,263,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabparisdescartes1,12-15 mo,NA,NA,NA,hpp,403.8074074074074,1,french,98.22962962962963,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabplymouth,12-15 mo,NA,NA,NA,hpp,377.71666666666664,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,6-9 mo,NA,NA,NA,singlescreen,249,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,3-6 mo,NA,NA,NA,hpp,157.44615384615383,1,english,98.92307692307692,0.38461538461538464,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,6-9 mo,NA,NA,NA,hpp,183,1,english,95,1,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,12-15 mo,NA,NA,NA,hpp,414.58947368421053,1,english,98.33684210526316,0.2736842105263158,0,0.031578947368421054,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,3-6 mo,NA,NA,NA,eyetracking,148.84552845528455,1,japanese,99.71544715447155,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,9-12 mo,NA,NA,NA,eyetracking,274,1,japanese,99,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,6-9 mo,NA,NA,NA,eyetracking,223.73636363636365,1,english,96.9090909090909,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,9-12 mo,NA,NA,NA,eyetracking,331.6623376623377,1,english,99.6103896103896,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,12-15 mo,NA,NA,NA,eyetracking,425.811320754717,1,english,98.0754716981132,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,9-12 mo,NA,NA,NA,singlescreen,278,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,3-6 mo,NA,NA,NA,singlescreen,107,1,english,90,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylingoslo,6-9 mo,NA,NA,NA,eyetracking,228.0443686006826,1,norwegian,99.69283276450511,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,9-12 mo,NA,NA,NA,singlescreen,323.11538461538464,1,english,99.94871794871794,NA,0,0.1858974358974359,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,12-15 mo,NA,NA,NA,singlescreen,410.7593984962406,1,english,99.93984962406014,NA,0,0.06015037593984962,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bcrlunlv,12-15 mo,NA,NA,NA,singlescreen,409.78694158075604,1,english,98.76975945017182,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bounbcl,12-15 mo,NA,NA,NA,singlescreen,407.5991379310345,1,turkish,96.58189655172414,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,12-15 mo,NA,NA,NA,eyetracking,407.0740740740741,1,english,98.51851851851852,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,9-12 mo,NA,NA,NA,eyetracking,336.1707317073171,1,english,98.5670731707317,NA,0,0,0.07926829268292683,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,12-15 mo,NA,NA,NA,eyetracking,398.9072164948454,1,hungarian,96.45360824742268,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,3-6 mo,NA,NA,NA,eyetracking,146,1,hungarian,99.42727272727272,0,0,0.1,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,6-9 mo,NA,NA,NA,eyetracking,183,1,hungarian,100,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,12-15 mo,NA,NA,NA,eyetracking,392.73846153846154,1,english,100,NA,0.13846153846153847,0.13846153846153847,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,6-9 mo,NA,NA,NA,eyetracking,193.37735849056602,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,3-6 mo,NA,NA,NA,eyetracking,178,1,english,100,1,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,6-9 mo,NA,NA,NA,eyetracking,241.05714285714285,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,9-12 mo,NA,NA,NA,eyetracking,309.44262295081967,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,12-15 mo,NA,NA,NA,eyetracking,370,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,3-6 mo,NA,NA,NA,eyetracking,182,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cogdevlabbyu,3-6 mo,NA,NA,NA,eyetracking,136.93617021276594,1,english,98.91489361702128,0.3617021276595745,0,0,0.0425531914893617,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cogdevlabbyu,6-9 mo,NA,NA,NA,eyetracking,194.23529411764707,1,english,98.76470588235294,0.4117647058823529,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,12-15 mo,NA,NA,NA,eyetracking,404.6041666666667,1,english,99.72916666666667,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,3-6 mo,NA,NA,NA,eyetracking,163.1,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,6-9 mo,NA,NA,NA,eyetracking,194.5,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,12-15 mo,NA,NA,NA,eyetracking,406,1,english,99.22784810126582,NA,0,0,0.11392405063291139,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,6-9 mo,NA,NA,NA,eyetracking,226.49137931034483,1,english,98.12068965517241,0.1896551724137931,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,9-12 mo,NA,NA,NA,eyetracking,315.3965517241379,1,english,99.49137931034483,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,3-6 mo,NA,NA,NA,eyetracking,155.71875,1,german,98.89583333333333,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,6-9 mo,NA,NA,NA,eyetracking,184,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,6-9 mo,NA,NA,NA,singlescreen,231.66304347826087,1,english,99.02173913043478,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,3-6 mo,NA,NA,NA,singlescreen,182,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcogubc,6-9 mo,NA,NA,NA,eyetracking,226.44642857142858,1,english,97.53571428571429,NA,0,0.0625,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantstudiesubc,6-9 mo,NA,NA,NA,hpp,228.66331658291458,1,english,98.72361809045226,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,12-15 mo,NA,NA,NA,eyetracking,394.5982905982906,1,english,96.74358974358974,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,9-12 mo,NA,NA,NA,eyetracking,289.75,1,english,98.875,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,6-9 mo,NA,NA,NA,eyetracking,219.74285714285713,1,english,97.59285714285714,NA,0,0.06428571428571428,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
isplabmcgill,12-15 mo,NA,NA,NA,hpp,414.5375,1,french,96.5125,NA,0,0.1625,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,12-15 mo,NA,NA,NA,eyetracking,405.05172413793105,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,9-12 mo,NA,NA,NA,eyetracking,320.77464788732397,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,6-9 mo,NA,NA,NA,eyetracking,273,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,3-6 mo,NA,NA,NA,eyetracking,110,1,english,90,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,12-15 mo,NA,NA,NA,eyetracking,407.7368421052632,1,german,99.47368421052632,NA,0.10526315789473684,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,6-9 mo,NA,NA,NA,eyetracking,224.08045977011494,1,german,98.9080459770115,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,6-9 mo,NA,NA,NA,eyetracking,222.41666666666666,1,japanese,99.47916666666667,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,9-12 mo,NA,NA,NA,eyetracking,299.09554140127386,1,japanese,98.64968152866243,NA,0,0,0.05732484076433121,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,12-15 mo,NA,NA,NA,eyetracking,371.57142857142856,1,japanese,99.60714285714286,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,12-15 mo,NA,NA,NA,eyetracking,404.900826446281,1,spanish,99.50413223140495,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,3-6 mo,NA,NA,NA,eyetracking,96,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,9-12 mo,NA,NA,NA,eyetracking,327.37142857142857,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,6-9 mo,NA,NA,NA,eyetracking,221.96575342465752,1,spanish,99.38356164383562,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,12-15 mo,NA,NA,NA,singlescreen,409,1,english,100,NA,0,0.0860655737704918,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
