"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered","speech_type_d.synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm","pvalSignif","reportedSignif"
"11","MB","babylabnijmegen",NA,"ManyBabies Consortium (2020)",234.631016042781,"6-9 mo",27,0.487940311030265,0.0762785717326695,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.73132593618023,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabnijmegen, #1",0.487940311030265,0.0762785717326695,0.276185755846802,-0.0533738234724406,1.02925444553297,"Replications","Replications",0.0772767020280667,FALSE,0,NA
"12","MB","babylabnijmegen",NA,"ManyBabies Consortium (2020)",333.912,"9-12 mo",22,-0.0246617250735111,0.0909160022804955,"dutch",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.99285628957114,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabnijmegen, #2",-0.0246617250735111,0.0909160022804955,0.301522805572805,-0.615635564513682,0.566312114366659,"Replications","Replications",0.934813247251667,FALSE,0,NA
"13","MB","babylabparisdescartes1",NA,"ManyBabies Consortium (2020)",406.116279069767,"12-15 mo",15,0.54085485444389,0.138208732892925,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.36487596991829,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabparisdescartes1, #1",0.54085485444389,0.138208732892925,0.371764351293834,-0.187789884827921,1.2694995937157,"Replications","Replications",0.145715642980141,FALSE,0,NA
"14","MB","babylabplymouth",NA,"ManyBabies Consortium (2020)",317.072727272727,"9-12 mo",26,0.636359350332156,0.0808168579111073,"english",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.43966073348465,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabplymouth, #1",0.636359350332156,0.0808168579111073,0.28428305948668,0.0791747923234049,1.19354390834091,"Replications","Replications",0.0251903643250107,TRUE,1,NA
"15","MB","babylabpotsdam",NA,"ManyBabies Consortium (2020)",306.996632996633,"9-12 mo",45,0.566876383705669,0.0462297157466845,"german",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.10864580982847,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabpotsdam, #1",0.566876383705669,0.0462297157466845,0.215010966573067,0.145462632941312,0.988290134470025,"Replications","Replications",0.00837662342561818,TRUE,1,NA
"16","MB","babylabpotsdam",NA,"ManyBabies Consortium (2020)",306.996632996633,"9-12 mo",45,0.566876383705669,0.0462297157466845,"german",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.10864580982847,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabpotsdam, #2",0.566876383705669,0.0462297157466845,0.215010966573067,0.145462632941312,0.988290134470025,"Replications","Replications",0.00837662342561818,TRUE,1,NA
"17","MB","babylabpotsdam",NA,"ManyBabies Consortium (2020)",306.996632996633,"9-12 mo",45,0.566876383705669,0.0462297157466845,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.10864580982847,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabpotsdam, #3",0.566876383705669,0.0462297157466845,0.215010966573067,0.145462632941312,0.988290134470025,"Replications","Replications",0.00837662342561818,TRUE,1,NA
"18","MB","babylabpotsdam",NA,"ManyBabies Consortium (2020)",306.996632996633,"9-12 mo",45,0.566876383705669,0.0462297157466845,"german",0,"typical","a.yes","4","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.10864580982847,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabpotsdam, #4",0.566876383705669,0.0462297157466845,0.215010966573067,0.145462632941312,0.988290134470025,"Replications","Replications",0.00837662342561818,TRUE,1,NA
"19","MB","babylabprinceton",NA,"ManyBabies Consortium (2020)",414.016949152542,"12-15 mo",14,0.661734803794448,0.150676659831301,"english",1,"non-typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.62442492138922,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabprinceton, #1",0.661734803794448,0.150676659831301,0.388170915746274,-0.099066210914182,1.42253581850308,"Replications","Replications",0.0882408511240333,FALSE,0,NA
"20","MB","babylabshimane",NA,"ManyBabies Consortium (2020)",145.877551020408,"3-6 mo",13,-0.0830792034807204,0.153978887577904,"japanese",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.184359511335295,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabshimane, #1",-0.0830792034807204,0.153978887577904,0.392401436768399,-0.852171887028553,0.686013480067112,"Replications","Replications",0.83232554113908,FALSE,0,NA
"21","MB","babylabshimane",NA,"ManyBabies Consortium (2020)",230.358974358974,"6-9 mo",13,0.171613577747355,0.154412523462832,"japanese",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.59098291108804,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabshimane, #2",0.171613577747355,0.154412523462832,0.392953589451517,-0.598561305173357,0.941788460668068,"Replications","Replications",0.662309095691156,FALSE,0,NA
"22","MB","babylabuclajohnson",NA,"ManyBabies Consortium (2020)",405.17094017094,"12-15 mo",22,0.40166117452452,0.0927424056718229,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.3338201585245,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabuclajohnson, #1",0.40166117452452,0.0927424056718229,0.304536378240471,-0.19521915880907,0.998541507858109,"Replications","Replications",0.187193603410762,FALSE,0,NA
"23","MB","babylabutrecht",NA,"ManyBabies Consortium (2020)",224.755208333333,"6-9 mo",30,0.17460611782741,0.0669207274698563,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.40689072890535,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabutrecht, #1",0.17460611782741,0.0669207274698563,0.258690408538578,-0.332417766054155,0.681630001708976,"Replications","Replications",0.499700098794035,FALSE,0,NA
"24","MB","babylabutrecht",NA,"ManyBabies Consortium (2020)",325.650793650794,"9-12 mo",31,0.247010922646159,0.0650081806121492,"dutch",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.72146317691653,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabutrecht, #2",0.247010922646159,0.0650081806121492,0.254967018675258,-0.252715251202898,0.746737096495215,"Replications","Replications",0.332647188613151,FALSE,0,NA
"25","MB","babylabvuw",NA,"ManyBabies Consortium (2020)",227.021978021978,"6-9 mo",13,0.0310848023342501,0.153864735864157,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.48135753865057,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabvuw, #1",0.0310848023342501,0.153864735864157,0.392255957079248,-0.737722746262365,0.799892350930866,"Replications","Replications",0.936836780978305,FALSE,0,NA
"26","MB","babylabyork",NA,"ManyBabies Consortium (2020)",218.90756302521,"6-9 mo",16,0.207826269686768,0.125674871224561,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.21478674375018,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabyork, #1",0.207826269686768,0.125674871224561,0.354506517887275,-0.486993737656996,0.902646277030533,"Replications","Replications",0.557713546262106,FALSE,0,NA
"27","MB","babylabyork",NA,"ManyBabies Consortium (2020)",313.851485148515,"9-12 mo",16,0.431109931148335,0.12790399644898,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.33383806186138,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylabyork, #2",0.431109931148335,0.12790399644898,0.35763668219155,-0.269845085497501,1.13206494779417,"Replications","Replications",0.228033089487669,FALSE,0,NA
"28","MB","babylingoslo",NA,"ManyBabies Consortium (2020)",234.610169491525,"6-9 mo",18,0.162128517001555,0.111476189667016,"norwegian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.73064109546882,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"babylingoslo, #1",0.162128517001555,0.111476189667016,0.333880502076739,-0.492265242209005,0.816522276212115,"Replications","Replications",0.627258983887919,FALSE,0,NA
"29","MB","baldwinlabuoregon",NA,"ManyBabies Consortium (2020)",322.295918367347,"9-12 mo",16,0.596796991310606,0.130565103888084,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.61125045407005,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"baldwinlabuoregon, #1",0.596796991310606,0.130565103888084,0.361337935855183,-0.111412349213597,1.30500633183481,"Replications","Replications",0.098609765461753,FALSE,0,NA
"30","MB","bchdosu",NA,"ManyBabies Consortium (2020)",405.736263736264,"12-15 mo",15,0.250726236886461,0.134381060764387,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.35239189194511,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"bchdosu, #1",0.250726236886461,0.134381060764387,0.366580224186177,-0.467757799963064,0.969210273735986,"Replications","Replications",0.494000378490993,FALSE,0,NA
"31","MB","bchdosu",NA,"ManyBabies Consortium (2020)",141.274809160305,"3-6 mo",20,0.449769687075273,0.102528659642647,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.335566536962851,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"bchdosu, #2",0.449769687075273,0.102528659642647,0.320200967585433,-0.177812677207052,1.0773520513576,"Replications","Replications",0.160125940064286,FALSE,0,NA
"32","MB","bchdosu",NA,"ManyBabies Consortium (2020)",241.038834951456,"6-9 mo",15,0.0466829153351577,0.133369654909736,"english",1,"non-typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.94183247063081,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"bchdosu, #3",0.0466829153351577,0.133369654909736,0.365198103650247,-0.669092215041652,0.762458045711967,"Replications","Replications",0.898284284597988,FALSE,0,NA
"33","MB","bchdosu",NA,"ManyBabies Consortium (2020)",322.785714285714,"9-12 mo",16,0.325081261591709,0.12665121604122,"english",1,"typical","a.yes","4","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.62734099015308,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"bchdosu, #4",0.325081261591709,0.12665121604122,0.355880901484218,-0.372432488103005,1.02259501128642,"Replications","Replications",0.361003182958158,FALSE,0,NA
"34","MB","bcrlunlv",NA,"ManyBabies Consortium (2020)",409.418032786885,"12-15 mo",27,0.530296279902419,0.0766779087451699,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.47334356903517,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"bcrlunlv, #1",0.530296279902419,0.0766779087451699,0.276907762161283,-0.012432960973279,1.07302552077812,"Replications","Replications",0.0554842531943123,FALSE,0,NA
"35","MB","bllumanitoba",NA,"ManyBabies Consortium (2020)",410.622448979592,"12-15 mo",16,1.75885181398566,0.173336870368135,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.51291046104262,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"bllumanitoba, #1",1.75885181398566,0.173336870368135,0.416337447712952,0.942845411052947,2.57485821691837,"Replications","Replications",2.39384355977812e-05,TRUE,1,NA
"36","MB","bllumanitoba",NA,"ManyBabies Consortium (2020)",166.542553191489,"3-6 mo",13,0.491598589581393,0.158493637947662,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.494517038306006,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"bllumanitoba, #2",0.491598589581393,0.158493637947662,0.398112594560461,-0.288687757548907,1.27188493671169,"Replications","Replications",0.216896384326274,FALSE,0,NA
"37","MB","bllumanitoba",NA,"ManyBabies Consortium (2020)",234.769633507853,"6-9 mo",26,-0.102030159466746,0.0770231745523155,"english",1,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.73587972938235,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"bllumanitoba, #3",-0.102030159466746,0.0770231745523155,0.277530493013498,-0.645979930384848,0.441919611451355,"Replications","Replications",0.713144777571633,FALSE,0,NA
